FileName,soft_act_labels,soft_val_labels,annotators
11_DR-100_0093_5_sentence_6.wav,"[6, 2, 3, 5, 3, 7, 2, 3, 7]","[4, 4, 6, 3, 2, 3, 4, 4, 6]","['A2NBVTY6FLBEAF', 'A1FHS282JP487T', 'A1PUHCEBSOWETV', 'A2JP9IKRHNLRPI', 'A2B8HPIZDKYKDR', 'A2TBXASXZIRNNW', 'A20ALQT1HIVSAH', 'A2FFNO6G4FEE2N', 'self_report_11']"
14_DR-100_0088_1_sentence_3.wav,"[3, 2, 1, 5, 7, 6, 3, 7, 5]","[7, 6, 6, 5, 4, 5, 6, 6, 6]","['A1PUHCEBSOWETV', 'A20ALQT1HIVSAH', 'A2F48NO7AD9VKK', 'A2JP9IKRHNLRPI', 'A2TBXASXZIRNNW', 'ALQPGVQZEZSUE', 'AEO84PDSWW0W', 'A27SMEOPKV84VI', 'self_report_14']"
14_DR-100_0088_3_sentence_4.wav,"[1, 3, 4, 2, 5, 2, 5, 4, 6]","[9, 6, 7, 5, 7, 7, 6, 9, 5]","['A2MUCL20GTQJA0', 'A1PUHCEBSOWETV', 'ARVXIBUCA8WDZ', 'A1FHS282JP487T', 'ALQPGVQZEZSUE', 'A1FP3SH704X01V', 'A2I3Y0L38HMQLZ', 'A2B6WQG0A9CKXQ', 'self_report_14']"
11_DR-100_0093_9_sentence_4.wav,"[3, 5, 2, 6, 5, 7, 3, 2, 6]","[6, 4, 4, 3, 4, 5, 4, 4, 6]","['A1PUHCEBSOWETV', 'ARVXIBUCA8WDZ', 'A1FP3SH704X01V', 'A2NBVTY6FLBEAF', 'AEO84PDSWW0W', 'A27SMEOPKV84VI', 'A2FFNO6G4FEE2N', 'A2F48NO7AD9VKK', 'self_report_11']"
12_DR-100_0086_1_sentence_1.wav,"[5, 5, 4, 3, 6, 4, 7, 5, 4]","[6, 4, 5, 6, 5, 5, 6, 6, 4]","['ARVXIBUCA8WDZ', 'A2TBXASXZIRNNW', 'A2B8HPIZDKYKDR', 'A1PUHCEBSOWETV', 'A2I3Y0L38HMQLZ', 'ALQPGVQZEZSUE', 'A27SMEOPKV84VI', 'A2FFNO6G4FEE2N', 'self_report_12']"
14_DR-100_0088_1_sentence_6.wav,"[3, 1, 4, 6, 4, 5, 4, 7, 5]","[6, 5, 5, 4, 5, 5, 6, 5, 6]","['A1PUHCEBSOWETV', 'A20ALQT1HIVSAH', 'A2JP9IKRHNLRPI', 'A2TBXASXZIRNNW', 'A2B8HPIZDKYKDR', 'ALQPGVQZEZSUE', 'AEO84PDSWW0W', 'A27SMEOPKV84VI', 'self_report_14']"
11_DR-100_0093_1_sentence_1.wav,"[4, 2, 3, 5, 7, 2, 5, 2, 6]","[6, 6, 6, 6, 3, 5, 6, 5, 6]","['ALQPGVQZEZSUE', 'A2MUCL20GTQJA0', 'A1PUHCEBSOWETV', 'A2I3Y0L38HMQLZ', 'A2TBXASXZIRNNW', 'A20ALQT1HIVSAH', 'A2JP9IKRHNLRPI', 'A3TWYQENN82FJI', 'self_report_11']"
12_DR-100_0086_1_sentence_5.wav,"[2, 4, 2, 3, 5, 7, 3, 3, 4]","[7, 4, 7, 6, 5, 6, 6, 7, 4]","['A20ALQT1HIVSAH', 'A2TBXASXZIRNNW', 'A3TWYQENN82FJI', 'A1PUHCEBSOWETV', 'A3UWM3KJYEL5XU', 'A27SMEOPKV84VI', 'A1FHS282JP487T', 'A2FFNO6G4FEE2N', 'self_report_12']"
14_DR-100_0088_5_sentence_9.wav,"[2, 7, 4, 4, 5, 6, 2, 6, 4]","[6, 4, 7, 6, 4, 3, 6, 6, 5]","['A1FP3SH704X01V', 'A2TBXASXZIRNNW', 'A1PUHCEBSOWETV', 'ALQPGVQZEZSUE', 'A2I3Y0L38HMQLZ', 'A2NBVTY6FLBEAF', 'A2F48NO7AD9VKK', 'A2B8HPIZDKYKDR', 'self_report_14']"
12_DR-100_0086_9_sentence_5.wav,"[3, 1, 7, 6, 4, 4, 3, 1, 6]","[6, 5, 4, 5, 4, 4, 5, 5, 7]","['A2FFNO6G4FEE2N', 'A20ALQT1HIVSAH', 'A2TBXASXZIRNNW', 'A27SMEOPKV84VI', 'ARVXIBUCA8WDZ', 'A2B8HPIZDKYKDR', 'A1FHS282JP487T', 'A2F48NO7AD9VKK', 'self_report_12']"
13_DR-100_0098_7_sentence_3.wav,"[3, 5, 3, 2, 2, 5, 4, 3, 6]","[6, 3, 6, 6, 6, 5, 5, 5, 5]","['A1PUHCEBSOWETV', 'A3UWM3KJYEL5XU', 'A2B8HPIZDKYKDR', 'A2F48NO7AD9VKK', 'A20ALQT1HIVSAH', 'A2JP9IKRHNLRPI', 'A1ET2J1PIP0RGO', 'A2B6WQG0A9CKXQ', 'self_report_13']"
14_DR-100_0088_3_sentence_3.wav,"[1, 1, 6, 1, 3, 2, 2, 5, 6]","[6, 7, 7, 5, 6, 6, 5, 7, 5]","['A2FFNO6G4FEE2N', 'A2MUCL20GTQJA0', 'A2TBXASXZIRNNW', 'A1FP3SH704X01V', 'A1PUHCEBSOWETV', 'A20ALQT1HIVSAH', 'A1FHS282JP487T', 'A2B8HPIZDKYKDR', 'self_report_14']"
11_DR-100_0093_7_sentence_2.wav,"[6, 3, 7, 2, 2, 6, 7, 2, 7]","[5, 6, 7, 5, 5, 5, 2, 6, 4]","['A27SMEOPKV84VI', 'A1PUHCEBSOWETV', 'A3UWM3KJYEL5XU', 'A3TWYQENN82FJI', 'A1FHS282JP487T', 'A2JP9IKRHNLRPI', 'A2TBXASXZIRNNW', 'A20ALQT1HIVSAH', 'self_report_11']"
14_DR-100_0088_9_sentence_7.wav,"[1, 5, 5, 5, 2, 6, 4, 2, 5]","[4, 4, 5, 4, 5, 4, 5, 5, 5]","['A20ALQT1HIVSAH', 'A2TBXASXZIRNNW', 'A27SMEOPKV84VI', 'A2JP9IKRHNLRPI', 'A1FHS282JP487T', 'A3UWM3KJYEL5XU', 'A2B8HPIZDKYKDR', 'A1FP3SH704X01V', 'self_report_14']"
12_DR-100_0086_9_sentence_4.wav,"[3, 4, 5, 5, 6, 2, 5, 2, 6]","[6, 5, 4, 5, 6, 6, 6, 5, 7]","['A1PUHCEBSOWETV', 'ALQPGVQZEZSUE', 'A2JP9IKRHNLRPI', 'A27SMEOPKV84VI', 'A1ET2J1PIP0RGO', 'A1FHS282JP487T', 'ARVXIBUCA8WDZ', 'A2F48NO7AD9VKK', 'self_report_12']"
13_DR-100_0098_5_sentence_1.wav,"[5, 2, 3, 5, 2, 4, 4, 6, 4]","[6, 6, 6, 7, 5, 6, 5, 5, 5]","['A2JP9IKRHNLRPI', 'A2NBVTY6FLBEAF', 'A1PUHCEBSOWETV', 'A3UWM3KJYEL5XU', 'A1FHS282JP487T', 'A2I3Y0L38HMQLZ', 'A2TBXASXZIRNNW', 'A27SMEOPKV84VI', 'self_report_13']"
13_DR-100_0098_3_sentence_5.wav,"[3, 3, 7, 8, 4, 2, 4, 2, 6]","[5, 4, 5, 6, 6, 5, 5, 6, 6]","['A1PUHCEBSOWETV', 'A20ALQT1HIVSAH', 'A2TBXASXZIRNNW', 'A2B8HPIZDKYKDR', 'ARVXIBUCA8WDZ', 'A1FP3SH704X01V', 'A2F48NO7AD9VKK', 'A1FHS282JP487T', 'self_report_13']"
11_DR-100_0093_3_sentence_1.wav,"[2, 6, 4, 4, 3, 3, 6, 3, 6]","[4, 2, 6, 4, 3, 3, 4, 3, 4]","['A20ALQT1HIVSAH', 'A2TBXASXZIRNNW', 'A1PUHCEBSOWETV', 'ALQPGVQZEZSUE', 'AEO84PDSWW0W', 'A3TWYQENN82FJI', 'A27SMEOPKV84VI', 'A2F48NO7AD9VKK', 'self_report_11']"
12_DR-100_0086_3_sentence_1.wav,"[4, 3, 7, 5, 7, 5, 2, 2, 6]","[6, 5, 4, 6, 6, 6, 6, 6, 6]","['A2NBVTY6FLBEAF', 'A1PUHCEBSOWETV', 'A2TBXASXZIRNNW', 'ALQPGVQZEZSUE', 'A27SMEOPKV84VI', 'A1ET2J1PIP0RGO', 'A2F48NO7AD9VKK', 'A3TWYQENN82FJI', 'self_report_12']"
11_DR-100_0093_5_sentence_5.wav,"[5, 7, 5, 3, 7, 2, 5, 2, 7]","[4, 2, 6, 6, 2, 4, 4, 4, 6]","['A27SMEOPKV84VI', 'A3UWM3KJYEL5XU', 'A2FFNO6G4FEE2N', 'A1PUHCEBSOWETV', 'A2NBVTY6FLBEAF', 'A1FP3SH704X01V', 'ARVXIBUCA8WDZ', 'A20ALQT1HIVSAH', 'self_report_11']"
14_DR-100_0088_9_sentence_5.wav,"[5, 3, 4, 4, 2, 3, 3, 1, 5]","[5, 5, 4, 6, 7, 4, 6, 6, 5]","['A2JP9IKRHNLRPI', 'A1FHS282JP487T', 'A2I3Y0L38HMQLZ', 'ALQPGVQZEZSUE', 'A2FFNO6G4FEE2N', 'AEO84PDSWW0W', 'A1PUHCEBSOWETV', 'A20ALQT1HIVSAH', 'self_report_14']"
14_DR-100_0088_5_sentence_8.wav,"[3, 4, 6, 6, 2, 2, 6, 6, 4]","[6, 7, 7, 7, 5, 6, 6, 6, 5]","['A1PUHCEBSOWETV', 'A2FFNO6G4FEE2N', 'A2B8HPIZDKYKDR', 'A2JP9IKRHNLRPI', 'A1FHS282JP487T', 'A20ALQT1HIVSAH', 'A3UWM3KJYEL5XU', 'ALQPGVQZEZSUE', 'self_report_14']"
14_DR-100_0088_3_sentence_1.wav,"[2, 2, 3, 5, 2, 5, 4, 4, 6]","[5, 6, 6, 5, 5, 5, 6, 7, 5]","['A1FHS282JP487T', 'A2F48NO7AD9VKK', 'A1PUHCEBSOWETV', 'A2NBVTY6FLBEAF', 'A3TWYQENN82FJI', 'A27SMEOPKV84VI', 'AEO84PDSWW0W', 'A2B8HPIZDKYKDR', 'self_report_14']"
12_DR-100_0086_1_sentence_2.wav,"[3, 5, 4, 2, 4, 2, 5, 7, 4]","[6, 6, 6, 6, 6, 6, 7, 6, 4]","['A1PUHCEBSOWETV', 'ALQPGVQZEZSUE', 'A3UWM3KJYEL5XU', 'A2F48NO7AD9VKK', 'A2NBVTY6FLBEAF', 'A3TWYQENN82FJI', 'ARVXIBUCA8WDZ', 'A27SMEOPKV84VI', 'self_report_12']"
14_DR-100_0088_5_sentence_5.wav,"[2, 3, 6, 2, 5, 5, 5, 4, 4]","[5, 6, 7, 5, 4, 3, 5, 4, 5]","['ARVXIBUCA8WDZ', 'A1PUHCEBSOWETV', 'A2B8HPIZDKYKDR', 'A2FFNO6G4FEE2N', 'A2JP9IKRHNLRPI', 'A2TBXASXZIRNNW', 'A2I3Y0L38HMQLZ', 'AEO84PDSWW0W', 'self_report_14']"
13_DR-100_0098_3_sentence_8.wav,"[6, 3, 4, 4, 5, 2, 5, 2, 6]","[3, 5, 4, 7, 4, 4, 5, 4, 6]","['A3UWM3KJYEL5XU', 'A2FFNO6G4FEE2N', 'A2JP9IKRHNLRPI', 'A1PUHCEBSOWETV', 'ALQPGVQZEZSUE', 'A20ALQT1HIVSAH', 'A27SMEOPKV84VI', 'A3TWYQENN82FJI', 'self_report_13']"
13_DR-100_0098_1_sentence_4.wav,"[2, 2, 4, 3, 3, 2, 5, 1, 4]","[5, 5, 4, 4, 6, 4, 4, 4, 6]","['A20ALQT1HIVSAH', 'A1FHS282JP487T', 'A2NBVTY6FLBEAF', 'ARVXIBUCA8WDZ', 'A1PUHCEBSOWETV', 'A2FFNO6G4FEE2N', 'A2TBXASXZIRNNW', 'A2F48NO7AD9VKK', 'self_report_13']"
13_DR-100_0098_1_sentence_1.wav,"[1, 5, 3, 6, 6, 2, 2, 4, 4]","[4, 7, 6, 5, 6, 6, 6, 6, 6]","['A20ALQT1HIVSAH', 'A3UWM3KJYEL5XU', 'A1PUHCEBSOWETV', 'A2TBXASXZIRNNW', 'ALQPGVQZEZSUE', 'AEO84PDSWW0W', 'A1FP3SH704X01V', 'A2I3Y0L38HMQLZ', 'self_report_13']"
12_DR-100_0086_5_sentence_3.wav,"[3, 2, 5, 2, 4, 4, 2, 3, 6]","[6, 4, 3, 5, 4, 4, 4, 2, 4]","['A1PUHCEBSOWETV', 'A20ALQT1HIVSAH', 'A2TBXASXZIRNNW', 'A1FHS282JP487T', 'ARVXIBUCA8WDZ', 'A3UWM3KJYEL5XU', 'A1FP3SH704X01V', 'A2B6WQG0A9CKXQ', 'self_report_12']"
11_DR-100_0093_3_sentence_2.wav,"[3, 3, 5, 6, 3, 5, 2, 3, 6]","[6, 6, 4, 5, 3, 4, 5, 5, 4]","['A1PUHCEBSOWETV', 'A2FFNO6G4FEE2N', 'A2JP9IKRHNLRPI', 'A27SMEOPKV84VI', 'A2B8HPIZDKYKDR', 'A3UWM3KJYEL5XU', 'A2F48NO7AD9VKK', 'ARVXIBUCA8WDZ', 'self_report_11']"
13_DR-100_0098_9_sentence_5.wav,"[6, 3, 3, 2, 4, 1, 2, 1, 7]","[4, 5, 6, 6, 6, 6, 6, 7, 4]","['A2TBXASXZIRNNW', 'A27SMEOPKV84VI', 'A1PUHCEBSOWETV', 'A20ALQT1HIVSAH', 'A2I3Y0L38HMQLZ', 'A2F48NO7AD9VKK', 'A1FP3SH704X01V', 'A3TWYQENN82FJI', 'self_report_13']"
14_DR-100_0088_5_sentence_11.wav,"[2, 4, 4, 6, 6, 6, 2, 2, 4]","[5, 6, 4, 4, 6, 7, 4, 5, 5]","['A1FHS282JP487T', 'A1PUHCEBSOWETV', 'A2NBVTY6FLBEAF', 'A2TBXASXZIRNNW', 'ALQPGVQZEZSUE', 'A1ET2J1PIP0RGO', 'A1FP3SH704X01V', 'A3TWYQENN82FJI', 'self_report_14']"
13_DR-100_0098_3_sentence_4.wav,"[3, 6, 2, 2, 5, 2, 4, 3, 6]","[6, 5, 5, 5, 5, 6, 6, 5, 6]","['A1PUHCEBSOWETV', 'A27SMEOPKV84VI', 'ARVXIBUCA8WDZ', 'A20ALQT1HIVSAH', 'A2TBXASXZIRNNW', 'A1FHS282JP487T', 'A3UWM3KJYEL5XU', 'A2F48NO7AD9VKK', 'self_report_13']"
13_DR-100_0098_5_sentence_4.wav,"[1, 2, 3, 1, 4, 1, 2, 2, 4]","[5, 5, 6, 5, 4, 5, 5, 4, 5]","['A1FHS282JP487T', 'A2JP9IKRHNLRPI', 'A1PUHCEBSOWETV', 'A2F48NO7AD9VKK', 'A2TBXASXZIRNNW', 'A20ALQT1HIVSAH', 'A27SMEOPKV84VI', 'ARVXIBUCA8WDZ', 'self_report_13']"
12_DR-100_0086_7_sentence_3.wav,"[6, 3, 7, 3, 8, 6, 5, 5, 6]","[8, 7, 2, 5, 6, 7, 7, 8, 3]","['A3UWM3KJYEL5XU', 'A1PUHCEBSOWETV', 'A2TBXASXZIRNNW', 'A1FHS282JP487T', 'A27SMEOPKV84VI', 'A2NBVTY6FLBEAF', 'ALQPGVQZEZSUE', 'AEO84PDSWW0W', 'self_report_12']"
12_DR-100_0086_1_sentence_6.wav,"[3, 3, 2, 1, 7, 5, 6, 4, 4]","[6, 6, 3, 5, 3, 5, 5, 4, 4]","['A2FFNO6G4FEE2N', 'A1PUHCEBSOWETV', 'A3TWYQENN82FJI', 'A1FHS282JP487T', 'A2TBXASXZIRNNW', 'ALQPGVQZEZSUE', 'A2I3Y0L38HMQLZ', 'A2F48NO7AD9VKK', 'self_report_12']"
12_DR-100_0086_9_sentence_3.wav,"[3, 7, 3, 7, 4, 1, 5, 8, 6]","[6, 3, 4, 6, 5, 5, 5, 5, 7]","['A1PUHCEBSOWETV', 'A2TBXASXZIRNNW', 'AEO84PDSWW0W', 'A2B8HPIZDKYKDR', 'A1FHS282JP487T', 'A2F48NO7AD9VKK', 'A1FP3SH704X01V', 'A27SMEOPKV84VI', 'self_report_12']"
11_DR-100_0093_9_sentence_3.wav,"[7, 4, 2, 4, 3, 6, 2, 4, 6]","[5, 4, 4, 4, 7, 3, 4, 6, 6]","['A2TBXASXZIRNNW', 'A2NBVTY6FLBEAF', 'A1FP3SH704X01V', 'ARVXIBUCA8WDZ', 'A1PUHCEBSOWETV', 'A2I3Y0L38HMQLZ', 'A20ALQT1HIVSAH', 'A1FHS282JP487T', 'self_report_11']"
14_DR-100_0088_3_sentence_8.wav,"[3, 5, 1, 3, 5, 4, 5, 5, 6]","[7, 6, 5, 6, 6, 5, 5, 6, 5]","['A1PUHCEBSOWETV', 'A27SMEOPKV84VI', 'A20ALQT1HIVSAH', 'ARVXIBUCA8WDZ', 'A3UWM3KJYEL5XU', 'A2TBXASXZIRNNW', 'ALQPGVQZEZSUE', 'A2JP9IKRHNLRPI', 'self_report_14']"
12_DR-100_0086_7_sentence_4.wav,"[2, 3, 6, 1, 3, 6, 5, 4, 6]","[6, 6, 2, 5, 6, 6, 6, 9, 3]","['A1FP3SH704X01V', 'A2FFNO6G4FEE2N', 'A2TBXASXZIRNNW', 'A2F48NO7AD9VKK', 'A1PUHCEBSOWETV', 'A3UWM3KJYEL5XU', 'A2JP9IKRHNLRPI', 'A2B6WQG0A9CKXQ', 'self_report_12']"
11_DR-100_0093_1_sentence_7.wav,"[4, 6, 2, 3, 2, 2, 4, 2, 6]","[4, 3, 6, 6, 5, 4, 3, 4, 6]","['A27SMEOPKV84VI', 'A2TBXASXZIRNNW', 'A2FFNO6G4FEE2N', 'A1PUHCEBSOWETV', 'A1FHS282JP487T', 'A1FP3SH704X01V', 'A2JP9IKRHNLRPI', 'A2F48NO7AD9VKK', 'self_report_11']"
14_DR-100_0088_7_sentence_10.wav,"[3, 6, 3, 5, 7, 5, 2, 6, 5]","[5, 4, 5, 5, 5, 4, 5, 6, 5]","['A1PUHCEBSOWETV', 'A2I3Y0L38HMQLZ', 'A3TWYQENN82FJI', 'ALQPGVQZEZSUE', 'A27SMEOPKV84VI', 'AEO84PDSWW0W', 'A20ALQT1HIVSAH', 'A2B8HPIZDKYKDR', 'self_report_14']"
12_DR-100_0086_3_sentence_9.wav,"[3, 2, 4, 5, 3, 5, 4, 5, 6]","[6, 5, 3, 4, 4, 5, 6, 5, 6]","['A1PUHCEBSOWETV', 'A2F48NO7AD9VKK', 'A2B8HPIZDKYKDR', 'A3UWM3KJYEL5XU', 'AEO84PDSWW0W', 'A2JP9IKRHNLRPI', 'A2FFNO6G4FEE2N', 'A2B6WQG0A9CKXQ', 'self_report_12']"
14_DR-100_0088_9_sentence_8.wav,"[4, 7, 6, 3, 7, 4, 3, 4, 5]","[6, 4, 4, 6, 6, 4, 5, 6, 5]","['A1PUHCEBSOWETV', 'A2TBXASXZIRNNW', 'A3UWM3KJYEL5XU', 'A2F48NO7AD9VKK', 'A27SMEOPKV84VI', 'AEO84PDSWW0W', 'A1FHS282JP487T', 'A2B8HPIZDKYKDR', 'self_report_14']"
12_DR-100_0086_3_sentence_7.wav,"[3, 6, 3, 5, 6, 7, 4, 2, 6]","[7, 6, 5, 6, 5, 2, 6, 5, 6]","['A1PUHCEBSOWETV', 'A3UWM3KJYEL5XU', 'A1FHS282JP487T', 'A2JP9IKRHNLRPI', 'A27SMEOPKV84VI', 'A2TBXASXZIRNNW', 'A2FFNO6G4FEE2N', 'A20ALQT1HIVSAH', 'self_report_12']"
11_DR-100_0093_3_sentence_3.wav,"[2, 2, 8, 3, 5, 2, 3, 2, 6]","[6, 5, 2, 6, 3, 6, 6, 3, 4]","['A20ALQT1HIVSAH', 'A1FHS282JP487T', 'A3UWM3KJYEL5XU', 'A1PUHCEBSOWETV', 'A2TBXASXZIRNNW', 'A1FP3SH704X01V', 'A2FFNO6G4FEE2N', 'A3TWYQENN82FJI', 'self_report_11']"
13_DR-100_0098_7_sentence_8.wav,"[3, 1, 2, 4, 6, 4, 3, 4, 6]","[6, 4, 4, 5, 4, 4, 3, 3, 5]","['A1PUHCEBSOWETV', 'A2FFNO6G4FEE2N', 'AEO84PDSWW0W', 'A2JP9IKRHNLRPI', 'A3UWM3KJYEL5XU', 'A27SMEOPKV84VI', 'ARVXIBUCA8WDZ', 'A2TBXASXZIRNNW', 'self_report_13']"
11_DR-100_0093_5_sentence_1.wav,"[3, 6, 5, 8, 3, 3, 6, 5, 7]","[4, 4, 6, 3, 6, 6, 4, 3, 6]","['ARVXIBUCA8WDZ', 'A2I3Y0L38HMQLZ', 'A2FFNO6G4FEE2N', 'A3UWM3KJYEL5XU', 'A1FP3SH704X01V', 'A1PUHCEBSOWETV', 'A2NBVTY6FLBEAF', 'AEO84PDSWW0W', 'self_report_11']"
13_DR-100_0098_3_sentence_3.wav,"[3, 4, 5, 3, 4, 4, 4, 2, 6]","[6, 5, 5, 6, 6, 8, 5, 4, 6]","['A1PUHCEBSOWETV', 'ALQPGVQZEZSUE', 'A2JP9IKRHNLRPI', 'ARVXIBUCA8WDZ', 'A2TBXASXZIRNNW', 'A2FFNO6G4FEE2N', 'A2I3Y0L38HMQLZ', 'A20ALQT1HIVSAH', 'self_report_13']"
14_DR-100_0088_1_sentence_9.wav,"[6, 1, 3, 5, 4, 2, 2, 3, 5]","[8, 6, 6, 7, 6, 6, 5, 9, 6]","['A3UWM3KJYEL5XU', 'A20ALQT1HIVSAH', 'A2NBVTY6FLBEAF', 'A27SMEOPKV84VI', 'A1PUHCEBSOWETV', 'A2I3Y0L38HMQLZ', 'A2FFNO6G4FEE2N', 'A2F48NO7AD9VKK', 'self_report_14']"
14_DR-100_0088_9_sentence_6.wav,"[3, 7, 2, 6, 5, 3, 5, 6, 5]","[6, 3, 3, 3, 6, 3, 4, 3, 5]","['A1PUHCEBSOWETV', 'A2TBXASXZIRNNW', 'A2F48NO7AD9VKK', 'A3UWM3KJYEL5XU', 'ARVXIBUCA8WDZ', 'A2FFNO6G4FEE2N', 'A2I3Y0L38HMQLZ', 'A2B6WQG0A9CKXQ', 'self_report_14']"
13_DR-100_0098_5_sentence_2.wav,"[4, 2, 6, 2, 2, 2, 6, 3, 4]","[6, 4, 5, 5, 6, 6, 5, 5, 5]","['A2B8HPIZDKYKDR', 'A2F48NO7AD9VKK', 'A27SMEOPKV84VI', 'A20ALQT1HIVSAH', 'A2NBVTY6FLBEAF', 'AEO84PDSWW0W', 'A2TBXASXZIRNNW', 'ARVXIBUCA8WDZ', 'self_report_13']"
12_DR-100_0086_7_sentence_1.wav,"[6, 4, 3, 3, 6, 3, 3, 3, 6]","[8, 8, 6, 7, 7, 7, 6, 7, 3]","['A3UWM3KJYEL5XU', 'A2MUCL20GTQJA0', 'A1PUHCEBSOWETV', 'A1FP3SH704X01V', 'ALQPGVQZEZSUE', 'AEO84PDSWW0W', 'A1FHS282JP487T', 'A2FFNO6G4FEE2N', 'self_report_12']"
12_DR-100_0086_9_sentence_1.wav,"[6, 6, 1, 1, 3, 4, 2, 2, 6]","[5, 5, 4, 5, 6, 5, 6, 5, 7]","['A2NBVTY6FLBEAF', 'A3UWM3KJYEL5XU', 'A2F48NO7AD9VKK', 'A1FP3SH704X01V', 'A1PUHCEBSOWETV', 'A2JP9IKRHNLRPI', 'A1FHS282JP487T', 'A20ALQT1HIVSAH', 'self_report_12']"
11_DR-100_0093_9_sentence_7.wav,"[6, 5, 3, 3, 2, 2, 5, 2, 6]","[5, 6, 6, 6, 5, 4, 6, 5, 6]","['A27SMEOPKV84VI', 'A2JP9IKRHNLRPI', 'A1FHS282JP487T', 'A1PUHCEBSOWETV', 'A1FP3SH704X01V', 'A3TWYQENN82FJI', 'ARVXIBUCA8WDZ', 'A20ALQT1HIVSAH', 'self_report_11']"
13_DR-100_0098_5_sentence_5.wav,"[3, 5, 3, 5, 4, 4, 2, 4, 4]","[6, 6, 5, 6, 5, 6, 6, 5, 5]","['A1PUHCEBSOWETV', 'A3UWM3KJYEL5XU', 'A1FHS282JP487T', 'A2JP9IKRHNLRPI', 'ALQPGVQZEZSUE', 'A2I3Y0L38HMQLZ', 'A3TWYQENN82FJI', 'ARVXIBUCA8WDZ', 'self_report_13']"
13_DR-100_0098_7_sentence_9.wav,"[3, 3, 4, 2, 4, 4, 4, 1, 6]","[5, 6, 6, 6, 6, 6, 6, 5, 5]","['A27SMEOPKV84VI', 'A1PUHCEBSOWETV', 'ALQPGVQZEZSUE', 'A1FP3SH704X01V', 'A2I3Y0L38HMQLZ', 'A2TBXASXZIRNNW', 'AEO84PDSWW0W', 'A2T007HZK66WM', 'self_report_13']"
14_DR-100_0088_9_sentence_2.wav,"[5, 1, 1, 3, 4, 5, 4, 4, 5]","[6, 5, 6, 7, 5, 6, 6, 7, 5]","['A27SMEOPKV84VI', 'A20ALQT1HIVSAH', 'A2FFNO6G4FEE2N', 'A1PUHCEBSOWETV', 'ALQPGVQZEZSUE', 'A2JP9IKRHNLRPI', 'A2NBVTY6FLBEAF', 'ARVXIBUCA8WDZ', 'self_report_14']"
11_DR-100_0093_1_sentence_3.wav,"[7, 7, 3, 3, 2, 2, 2, 6, 6]","[4, 3, 6, 4, 3, 4, 4, 3, 6]","['A2TBXASXZIRNNW', 'A3UWM3KJYEL5XU', 'A1PUHCEBSOWETV', 'A2FFNO6G4FEE2N', 'A3TWYQENN82FJI', 'A2F48NO7AD9VKK', 'A20ALQT1HIVSAH', 'A2NBVTY6FLBEAF', 'self_report_11']"
14_DR-100_0088_1_sentence_10.wav,"[7, 3, 2, 3, 3, 4, 1, 3, 5]","[7, 6, 6, 6, 6, 6, 6, 5, 6]","['A3UWM3KJYEL5XU', 'A2B8HPIZDKYKDR', 'A2FFNO6G4FEE2N', 'A2I3Y0L38HMQLZ', 'A1PUHCEBSOWETV', 'ARVXIBUCA8WDZ', 'A3TWYQENN82FJI', 'A2T007HZK66WM', 'self_report_14']"
13_DR-100_0098_3_sentence_2.wav,"[3, 3, 5, 2, 3, 5, 5, 1, 6]","[4, 6, 5, 7, 6, 5, 6, 6, 6]","['A2TBXASXZIRNNW', 'ARVXIBUCA8WDZ', 'A3UWM3KJYEL5XU', 'A2B8HPIZDKYKDR', 'A1PUHCEBSOWETV', 'A2JP9IKRHNLRPI', 'ALQPGVQZEZSUE', 'A3TWYQENN82FJI', 'self_report_13']"
12_DR-100_0086_5_sentence_1.wav,"[1, 3, 4, 3, 5, 5, 2, 2, 6]","[3, 6, 3, 4, 4, 4, 4, 4, 4]","['A2SLEMDA17XTZ1', 'A1PUHCEBSOWETV', 'A3UWM3KJYEL5XU', 'ARVXIBUCA8WDZ', 'A27SMEOPKV84VI', 'A2TBXASXZIRNNW', 'A1FP3SH704X01V', 'A20ALQT1HIVSAH', 'self_report_12']"
13_DR-100_0098_3_sentence_1.wav,"[4, 3, 6, 6, 3, 3, 3, 4, 6]","[5, 7, 5, 4, 7, 6, 4, 8, 6]","['ALQPGVQZEZSUE', 'A1PUHCEBSOWETV', 'A2NBVTY6FLBEAF', 'A3UWM3KJYEL5XU', 'A2MUCL20GTQJA0', 'A2FFNO6G4FEE2N', 'AEO84PDSWW0W', 'A2B8HPIZDKYKDR', 'self_report_13']"
14_DR-100_0088_7_sentence_11.wav,"[5, 4, 3, 1, 1, 1, 5, 2, 5]","[3, 4, 6, 4, 5, 4, 4, 5, 5]","['A3UWM3KJYEL5XU', 'A2NBVTY6FLBEAF', 'A1PUHCEBSOWETV', 'A2FFNO6G4FEE2N', 'A1FP3SH704X01V', 'A20ALQT1HIVSAH', 'ALQPGVQZEZSUE', 'A1FHS282JP487T', 'self_report_14']"
11_DR-100_0093_5_sentence_7.wav,"[2, 5, 6, 6, 2, 3, 4, 4, 7]","[4, 3, 3, 5, 5, 6, 4, 5, 6]","['A1FP3SH704X01V', 'A2JP9IKRHNLRPI', 'A3UWM3KJYEL5XU', 'A27SMEOPKV84VI', 'A20ALQT1HIVSAH', 'A1PUHCEBSOWETV', 'A2NBVTY6FLBEAF', 'ARVXIBUCA8WDZ', 'self_report_11']"
