,Dataset,FileName,AudioLength
4975,MSP-Podcast,MSP-PODCAST_0156_0191.wav,6.68
4976,MSP-Podcast,MSP-PODCAST_0156_0201.wav,5.08225
4977,MSP-Podcast,MSP-PODCAST_0156_0204.wav,8.9485625
4978,MSP-Podcast,MSP-PODCAST_0156_0211.wav,7.2125625
4979,MSP-Podcast,MSP-PODCAST_0156_0212.wav,8.9624375
4980,MSP-Podcast,MSP-PODCAST_0156_0219.wav,10.3166875
4981,MSP-Podcast,MSP-PODCAST_0156_0222.wav,4.1845
4982,MSP-Podcast,MSP-PODCAST_0156_0225.wav,4.854
4983,MSP-Podcast,MSP-PODCAST_0156_0227.wav,5.18775
4984,MSP-Podcast,MSP-PODCAST_0156_0229.wav,6.253
4985,MSP-Podcast,MSP-PODCAST_0156_0235.wav,6.87775
4986,MSP-Podcast,MSP-PODCAST_0156_0239.wav,6.33
4987,MSP-Podcast,MSP-PODCAST_0156_0242.wav,3.56
4988,MSP-Podcast,MSP-PODCAST_0156_0250.wav,6.8166875
4989,MSP-Podcast,MSP-PODCAST_0156_0253.wav,9.1755
4990,MSP-Podcast,MSP-PODCAST_0156_0258.wav,6.898875
4991,MSP-Podcast,MSP-PODCAST_0156_0259.wav,7.3495
4992,MSP-Podcast,MSP-PODCAST_0156_0261.wav,7.6341875
4993,MSP-Podcast,MSP-PODCAST_0156_0263.wav,8.4755
4994,MSP-Podcast,MSP-PODCAST_0156_0264.wav,10.3928125
4995,MSP-Podcast,MSP-PODCAST_0156_0265.wav,9.4036875
4996,MSP-Podcast,MSP-PODCAST_0156_0267.wav,7.8364375
4997,MSP-Podcast,MSP-PODCAST_0156_0269.wav,5.4713125
4998,MSP-Podcast,MSP-PODCAST_0156_0270.wav,5.4713125
4999,MSP-Podcast,MSP-PODCAST_0156_0272.wav,8.0760625
5000,MSP-Podcast,MSP-PODCAST_0156_0275.wav,7.4864375
5001,MSP-Podcast,MSP-PODCAST_0156_0276.wav,6.3128125
5002,MSP-Podcast,MSP-PODCAST_0156_0278.wav,8.4603125
5003,MSP-Podcast,MSP-PODCAST_0156_0279.wav,4.580125
5004,MSP-Podcast,MSP-PODCAST_0156_0280.wav,6.8258125
5005,MSP-Podcast,MSP-PODCAST_0156_0281.wav,8.5275
5006,MSP-Podcast,MSP-PODCAST_0156_0284.wav,5.280125
5007,MSP-Podcast,MSP-PODCAST_0156_0288.wav,5.7935
5008,MSP-Podcast,MSP-PODCAST_0156_0293.wav,7.866875
5009,MSP-Podcast,MSP-PODCAST_0156_0297.wav,6.1321875
5010,MSP-Podcast,MSP-PODCAST_0156_0303.wav,6.390875
5011,MSP-Podcast,MSP-PODCAST_0156_0308.wav,4.2235625
5012,MSP-Podcast,MSP-PODCAST_0156_0313.wav,6.406125
5013,MSP-Podcast,MSP-PODCAST_0156_0320.wav,7.729875
5014,MSP-Podcast,MSP-PODCAST_0156_0323.wav,5.6909375
5015,MSP-Podcast,MSP-PODCAST_0156_0325.wav,5.7670625
5016,MSP-Podcast,MSP-PODCAST_0156_0333.wav,6.8321875
5017,MSP-Podcast,MSP-PODCAST_0156_0334.wav,6.79125
5018,MSP-Podcast,MSP-PODCAST_0156_0343.wav,7.197625
5019,MSP-Podcast,MSP-PODCAST_0156_0344.wav,7.197625
5020,MSP-Podcast,MSP-PODCAST_0156_0348.wav,7.2784375
5021,MSP-Podcast,MSP-PODCAST_0156_0352.wav,9.7536875
5022,MSP-Podcast,MSP-PODCAST_0156_0360.wav,9.2083125
5023,MSP-Podcast,MSP-PODCAST_0156_0365.wav,9.9473125
5024,MSP-Podcast,MSP-PODCAST_0156_0368.wav,5.5006875
5025,MSP-Podcast,MSP-PODCAST_0157_0125.wav,7.68
5026,MSP-Podcast,MSP-PODCAST_0158_0028.wav,2.9800625
5027,MSP-Podcast,MSP-PODCAST_0158_0032.wav,4.4200625
5028,MSP-Podcast,MSP-PODCAST_0158_0264.wav,3.9600625
5029,MSP-Podcast,MSP-PODCAST_0158_0276.wav,5.2100625
5030,MSP-Podcast,MSP-PODCAST_0158_0290.wav,5.0000625
5031,MSP-Podcast,MSP-PODCAST_0159_0002.wav,6.4098125
5032,MSP-Podcast,MSP-PODCAST_0159_0011.wav,4.198
5033,MSP-Podcast,MSP-PODCAST_0159_0012.wav,4.491375
5034,MSP-Podcast,MSP-PODCAST_0159_0014.wav,6.590375
5035,MSP-Podcast,MSP-PODCAST_0159_0015.wav,8.238
5036,MSP-Podcast,MSP-PODCAST_0159_0046.wav,7.0869375
5037,MSP-Podcast,MSP-PODCAST_0159_0053.wav,7.560875
5038,MSP-Podcast,MSP-PODCAST_0159_0073.wav,5.85
5039,MSP-Podcast,MSP-PODCAST_0159_0098.wav,9.0730625
5040,MSP-Podcast,MSP-PODCAST_0159_0115.wav,9.5245
5041,MSP-Podcast,MSP-PODCAST_0159_0117.wav,6.297
5042,MSP-Podcast,MSP-PODCAST_0159_0139.wav,8.757125
5043,MSP-Podcast,MSP-PODCAST_0159_0142.wav,6.974125
5044,MSP-Podcast,MSP-PODCAST_0159_0144.wav,7.98975
5045,MSP-Podcast,MSP-PODCAST_0159_0168.wav,3.4983125
5046,MSP-Podcast,MSP-PODCAST_0159_0172.wav,3.2274375
5047,MSP-Podcast,MSP-PODCAST_0159_0180.wav,6.2293125
5048,MSP-Podcast,MSP-PODCAST_0160_0047.wav,3.5900625
5049,MSP-Podcast,MSP-PODCAST_0160_0050.wav,5.5200625
5050,MSP-Podcast,MSP-PODCAST_0160_0143.wav,7.1800625
5051,MSP-Podcast,MSP-PODCAST_0160_0203.wav,9.9700625
5052,MSP-Podcast,MSP-PODCAST_0160_0206.wav,6.7200625
5053,MSP-Podcast,MSP-PODCAST_0160_0217.wav,3.1900625
5054,MSP-Podcast,MSP-PODCAST_0160_0221.wav,6.7000625
5055,MSP-Podcast,MSP-PODCAST_0160_0226.wav,5.5800625
5056,MSP-Podcast,MSP-PODCAST_0160_0231.wav,3.3900625
5057,MSP-Podcast,MSP-PODCAST_0160_0244.wav,8.7000625
5058,MSP-Podcast,MSP-PODCAST_0160_0248.wav,9.9200625
5059,MSP-Podcast,MSP-PODCAST_0160_0252.wav,4.1500625
5060,MSP-Podcast,MSP-PODCAST_0160_0254.wav,2.7900625
5061,MSP-Podcast,MSP-PODCAST_0160_0260.wav,10.2500625
5062,MSP-Podcast,MSP-PODCAST_0160_0263.wav,9.8100625
5063,MSP-Podcast,MSP-PODCAST_0160_0271.wav,2.7900625
5064,MSP-Podcast,MSP-PODCAST_0160_0273.wav,10.0300625
5065,MSP-Podcast,MSP-PODCAST_0160_0275.wav,3.4800625
5066,MSP-Podcast,MSP-PODCAST_0160_0276.wav,3.0700625
5067,MSP-Podcast,MSP-PODCAST_0160_0278.wav,3.2200625
5068,MSP-Podcast,MSP-PODCAST_0160_0279.wav,3.1000625
5069,MSP-Podcast,MSP-PODCAST_0160_0284.wav,2.8700625
5070,MSP-Podcast,MSP-PODCAST_0160_0289.wav,8.7800625
5071,MSP-Podcast,MSP-PODCAST_0160_0302.wav,4.5000625
5072,MSP-Podcast,MSP-PODCAST_0160_0306.wav,7.4900625
5073,MSP-Podcast,MSP-PODCAST_0160_0309.wav,5.7600625
5074,MSP-Podcast,MSP-PODCAST_0160_0315.wav,3.8400625
5075,MSP-Podcast,MSP-PODCAST_0160_0323.wav,2.8600625
5076,MSP-Podcast,MSP-PODCAST_0160_0362.wav,6.1400625
5077,MSP-Podcast,MSP-PODCAST_0160_0395.wav,5.5000625
5078,MSP-Podcast,MSP-PODCAST_0160_0424.wav,3.6700625
5079,MSP-Podcast,MSP-PODCAST_0160_0426.wav,4.0000625
5080,MSP-Podcast,MSP-PODCAST_0160_0430.wav,3.5800625
5081,MSP-Podcast,MSP-PODCAST_0160_0434.wav,9.3200625
5082,MSP-Podcast,MSP-PODCAST_0160_0436.wav,7.4200625
5083,MSP-Podcast,MSP-PODCAST_0160_0455.wav,10.1800625
5084,MSP-Podcast,MSP-PODCAST_0160_0457.wav,5.5800625
5085,MSP-Podcast,MSP-PODCAST_0160_0461.wav,7.1400625
5086,MSP-Podcast,MSP-PODCAST_0160_0462.wav,5.3400625
5087,MSP-Podcast,MSP-PODCAST_0160_0464.wav,4.0400625
5088,MSP-Podcast,MSP-PODCAST_0160_0468.wav,5.4400625
5089,MSP-Podcast,MSP-PODCAST_0160_0469.wav,10.1000625
5090,MSP-Podcast,MSP-PODCAST_0160_0472.wav,2.9400625
5091,MSP-Podcast,MSP-PODCAST_0160_0473.wav,4.0100625
5092,MSP-Podcast,MSP-PODCAST_0160_0556.wav,4.8100625
5093,MSP-Podcast,MSP-PODCAST_0160_0663.wav,4.8400625
5094,MSP-Podcast,MSP-PODCAST_0160_0664.wav,6.2300625
5095,MSP-Podcast,MSP-PODCAST_0160_0668.wav,4.2100625
5096,MSP-Podcast,MSP-PODCAST_0160_0705.wav,3.3400625
5097,MSP-Podcast,MSP-PODCAST_0160_0743.wav,3.8200625
5098,MSP-Podcast,MSP-PODCAST_0160_0747.wav,9.5900625
5099,MSP-Podcast,MSP-PODCAST_0160_0754.wav,8.4600625
5100,MSP-Podcast,MSP-PODCAST_0160_0756.wav,4.0200625
5101,MSP-Podcast,MSP-PODCAST_0160_0764.wav,4.1200625
5102,MSP-Podcast,MSP-PODCAST_0160_0776.wav,5.9800625
5103,MSP-Podcast,MSP-PODCAST_0160_0825.wav,3.2100625
5104,MSP-Podcast,MSP-PODCAST_0160_0828.wav,3.9500625
5105,MSP-Podcast,MSP-PODCAST_0160_0829.wav,4.2300625
5106,MSP-Podcast,MSP-PODCAST_0160_0831.wav,8.1700625
5107,MSP-Podcast,MSP-PODCAST_0160_0833.wav,8.8900625
5108,MSP-Podcast,MSP-PODCAST_0160_0834.wav,9.6500625
5109,MSP-Podcast,MSP-PODCAST_0160_0886.wav,3.4500625
5110,MSP-Podcast,MSP-PODCAST_0160_0890.wav,8.0200625
5111,MSP-Podcast,MSP-PODCAST_0160_0900.wav,5.1100625
5112,MSP-Podcast,MSP-PODCAST_0160_0905.wav,6.4800625
5113,MSP-Podcast,MSP-PODCAST_0160_0909.wav,8.1000625
5114,MSP-Podcast,MSP-PODCAST_0160_0911.wav,9.9700625
5115,MSP-Podcast,MSP-PODCAST_0160_0917.wav,10.5000625
5116,MSP-Podcast,MSP-PODCAST_0160_0918.wav,4.7200625
5117,MSP-Podcast,MSP-PODCAST_0160_0921.wav,4.9900625
5118,MSP-Podcast,MSP-PODCAST_0160_0922.wav,4.6500625
5119,MSP-Podcast,MSP-PODCAST_0160_0923.wav,3.6800625
5120,MSP-Podcast,MSP-PODCAST_0160_0929.wav,8.7000625
5121,MSP-Podcast,MSP-PODCAST_0160_0932.wav,5.7500625
5122,MSP-Podcast,MSP-PODCAST_0160_0934.wav,3.0400625
5123,MSP-Podcast,MSP-PODCAST_0160_0936.wav,3.5500625
5124,MSP-Podcast,MSP-PODCAST_0160_0937.wav,8.0700625
5125,MSP-Podcast,MSP-PODCAST_0160_0940.wav,4.6800625
5126,MSP-Podcast,MSP-PODCAST_0160_0942.wav,5.1500625
5127,MSP-Podcast,MSP-PODCAST_0160_0943.wav,10.1300625
5128,MSP-Podcast,MSP-PODCAST_0160_0947.wav,3.0700625
5129,MSP-Podcast,MSP-PODCAST_0160_0950.wav,10.7900625
5130,MSP-Podcast,MSP-PODCAST_0160_0958.wav,8.7000625
5131,MSP-Podcast,MSP-PODCAST_0160_0962.wav,2.8000625
5132,MSP-Podcast,MSP-PODCAST_0160_0965.wav,4.8400625
5133,MSP-Podcast,MSP-PODCAST_0160_1011.wav,7.8400625
5134,MSP-Podcast,MSP-PODCAST_0160_1012.wav,2.7600625
5135,MSP-Podcast,MSP-PODCAST_0160_1019.wav,4.1400625
5136,MSP-Podcast,MSP-PODCAST_0160_1020.wav,6.9200625
5137,MSP-Podcast,MSP-PODCAST_0160_1021.wav,5.9100625
5138,MSP-Podcast,MSP-PODCAST_0160_1028.wav,10.9000625
5139,MSP-Podcast,MSP-PODCAST_0161_0016.wav,6.0000625
5140,MSP-Podcast,MSP-PODCAST_0161_0022.wav,7.3600625
5141,MSP-Podcast,MSP-PODCAST_0162_0033.wav,5.7000625
5142,MSP-Podcast,MSP-PODCAST_0162_0052.wav,3.2800625
5143,MSP-Podcast,MSP-PODCAST_0162_0058.wav,4.0800625
5144,MSP-Podcast,MSP-PODCAST_0162_0065.wav,7.0100625
5145,MSP-Podcast,MSP-PODCAST_0162_0090.wav,3.7200625
5146,MSP-Podcast,MSP-PODCAST_0162_0093.wav,5.7100625
5147,MSP-Podcast,MSP-PODCAST_0162_0145.wav,3.0600625
5148,MSP-Podcast,MSP-PODCAST_0163_0001.wav,4.563875
5149,MSP-Podcast,MSP-PODCAST_0163_0006.wav,7.847625
5150,MSP-Podcast,MSP-PODCAST_0163_0008.wav,5.806875
5151,MSP-Podcast,MSP-PODCAST_0163_0010.wav,5.1575625
5152,MSP-Podcast,MSP-PODCAST_0163_0011.wav,5.2503125
5153,MSP-Podcast,MSP-PODCAST_0163_0016.wav,4.3226875
5154,MSP-Podcast,MSP-PODCAST_0163_0018.wav,5.04625
5155,MSP-Podcast,MSP-PODCAST_0163_0019.wav,5.5100625
5156,MSP-Podcast,MSP-PODCAST_0163_0023.wav,4.6195625
5157,MSP-Podcast,MSP-PODCAST_0163_0024.wav,3.766125
5158,MSP-Podcast,MSP-PODCAST_0163_0025.wav,3.729
5159,MSP-Podcast,MSP-PODCAST_0163_0026.wav,4.87925
5160,MSP-Podcast,MSP-PODCAST_0163_0032.wav,7.2354375
5161,MSP-Podcast,MSP-PODCAST_0163_0033.wav,5.732625
5162,MSP-Podcast,MSP-PODCAST_0163_0035.wav,5.8254375
5163,MSP-Podcast,MSP-PODCAST_0163_0037.wav,4.0629375
5164,MSP-Podcast,MSP-PODCAST_0163_0039.wav,5.6071875
5165,MSP-Podcast,MSP-PODCAST_0163_0045.wav,6.5794375
5166,MSP-Podcast,MSP-PODCAST_0163_0046.wav,6.215
5167,MSP-Podcast,MSP-PODCAST_0163_0048.wav,6.2704375
5168,MSP-Podcast,MSP-PODCAST_0163_0049.wav,6.9695625
5169,MSP-Podcast,MSP-PODCAST_0163_0050.wav,3.827875
5170,MSP-Podcast,MSP-PODCAST_0163_0051.wav,4.749375
5171,MSP-Podcast,MSP-PODCAST_0163_0052.wav,9.1993125
5172,MSP-Podcast,MSP-PODCAST_0163_0055.wav,4.2088125
5173,MSP-Podcast,MSP-PODCAST_0163_0056.wav,5.512625
5174,MSP-Podcast,MSP-PODCAST_0163_0057.wav,3.3765
5175,MSP-Podcast,MSP-PODCAST_0163_0058.wav,2.93125
5176,MSP-Podcast,MSP-PODCAST_0163_0063.wav,7.2511875
5177,MSP-Podcast,MSP-PODCAST_0163_0067.wav,4.8421875
5178,MSP-Podcast,MSP-PODCAST_0163_0076.wav,6.419125
5179,MSP-Podcast,MSP-PODCAST_0163_0079.wav,4.7871875
5180,MSP-Podcast,MSP-PODCAST_0163_0082.wav,4.1743125
5181,MSP-Podcast,MSP-PODCAST_0163_0083.wav,3.11675
5182,MSP-Podcast,MSP-PODCAST_0163_0084.wav,9.8513125
5183,MSP-Podcast,MSP-PODCAST_0163_0085.wav,3.7105
5184,MSP-Podcast,MSP-PODCAST_0163_0087.wav,5.621375
5185,MSP-Podcast,MSP-PODCAST_0163_0089.wav,5.4358125
5186,MSP-Podcast,MSP-PODCAST_0163_0090.wav,3.042625
5187,MSP-Podcast,MSP-PODCAST_0163_0092.wav,3.84425
5188,MSP-Podcast,MSP-PODCAST_0163_0094.wav,5.297125
5189,MSP-Podcast,MSP-PODCAST_0163_0102.wav,4.7679375
5190,MSP-Podcast,MSP-PODCAST_0163_0106.wav,6.085125
5191,MSP-Podcast,MSP-PODCAST_0163_0107.wav,4.0815625
5192,MSP-Podcast,MSP-PODCAST_0163_0110.wav,3.1168125
5193,MSP-Podcast,MSP-PODCAST_0163_0118.wav,3.0425625
5194,MSP-Podcast,MSP-PODCAST_0163_0120.wav,3.8031875
5195,MSP-Podcast,MSP-PODCAST_0163_0122.wav,3.3950625
5196,MSP-Podcast,MSP-PODCAST_0163_0124.wav,3.233
5197,MSP-Podcast,MSP-PODCAST_0163_0128.wav,4.044375
5198,MSP-Podcast,MSP-PODCAST_0163_0136.wav,4.2299375
5199,MSP-Podcast,MSP-PODCAST_0163_0140.wav,5.66
5200,MSP-Podcast,MSP-PODCAST_0163_0143.wav,3.3950625
5201,MSP-Podcast,MSP-PODCAST_0163_0144.wav,5.75125
5202,MSP-Podcast,MSP-PODCAST_0163_0146.wav,7.7363125
5203,MSP-Podcast,MSP-PODCAST_0163_0148.wav,4.749375
5204,MSP-Podcast,MSP-PODCAST_0163_0153.wav,2.94575
5205,MSP-Podcast,MSP-PODCAST_0163_0154.wav,4.2670625
5206,MSP-Podcast,MSP-PODCAST_0163_0155.wav,6.4410625
5207,MSP-Podcast,MSP-PODCAST_0163_0156.wav,7.0313125
5208,MSP-Podcast,MSP-PODCAST_0163_0159.wav,4.5105
5209,MSP-Podcast,MSP-PODCAST_0163_0161.wav,5.176125
5210,MSP-Podcast,MSP-PODCAST_0163_0169.wav,3.506375
5211,MSP-Podcast,MSP-PODCAST_0163_0173.wav,5.268875
5212,MSP-Podcast,MSP-PODCAST_0163_0178.wav,3.2095625
5213,MSP-Podcast,MSP-PODCAST_0163_0180.wav,7.495125
5214,MSP-Podcast,MSP-PODCAST_0163_0183.wav,4.0073125
5215,MSP-Podcast,MSP-PODCAST_0163_0184.wav,3.784625
5216,MSP-Podcast,MSP-PODCAST_0163_0187.wav,8.6639375
5217,MSP-Podcast,MSP-PODCAST_0163_0188.wav,6.6416875
5218,MSP-Podcast,MSP-PODCAST_0163_0190.wav,3.97025
5219,MSP-Podcast,MSP-PODCAST_0163_0191.wav,3.2335625
5220,MSP-Podcast,MSP-PODCAST_0163_0192.wav,6.7475625
5221,MSP-Podcast,MSP-PODCAST_0163_0193.wav,3.135375
5222,MSP-Podcast,MSP-PODCAST_0163_0195.wav,6.344875
5223,MSP-Podcast,MSP-PODCAST_0163_0197.wav,4.71225
5224,MSP-Podcast,MSP-PODCAST_0163_0202.wav,6.28175
5225,MSP-Podcast,MSP-PODCAST_0163_0203.wav,4.87925
5226,MSP-Podcast,MSP-PODCAST_0163_0205.wav,3.489125
5227,MSP-Podcast,MSP-PODCAST_0163_0207.wav,5.431375
5228,MSP-Podcast,MSP-PODCAST_0163_0212.wav,5.8996875
5229,MSP-Podcast,MSP-PODCAST_0163_0214.wav,4.2299375
5230,MSP-Podcast,MSP-PODCAST_0163_0217.wav,4.87925
5231,MSP-Podcast,MSP-PODCAST_0163_0220.wav,4.6751875
5232,MSP-Podcast,MSP-PODCAST_0163_0222.wav,5.1946875
5233,MSP-Podcast,MSP-PODCAST_0163_0224.wav,6.252125
5234,MSP-Podcast,MSP-PODCAST_0163_0229.wav,5.5285625
5235,MSP-Podcast,MSP-PODCAST_0163_0233.wav,3.1423125
5236,MSP-Podcast,MSP-PODCAST_0163_0235.wav,2.787
5237,MSP-Podcast,MSP-PODCAST_0163_0237.wav,3.7000625
5238,MSP-Podcast,MSP-PODCAST_0163_0241.wav,7.8058125
5239,MSP-Podcast,MSP-PODCAST_0163_0242.wav,3.3271875
5240,MSP-Podcast,MSP-PODCAST_0163_0243.wav,5.04625
5241,MSP-Podcast,MSP-PODCAST_0163_0246.wav,5.992375
5242,MSP-Podcast,MSP-PODCAST_0163_0247.wav,3.09825
5243,MSP-Podcast,MSP-PODCAST_0163_0252.wav,3.3765625
5244,MSP-Podcast,MSP-PODCAST_0163_0255.wav,5.2503125
5245,MSP-Podcast,MSP-PODCAST_0163_0256.wav,4.552625
5246,MSP-Podcast,MSP-PODCAST_0163_0259.wav,5.1760625
5247,MSP-Podcast,MSP-PODCAST_0163_0262.wav,4.52675
5248,MSP-Podcast,MSP-PODCAST_0163_0265.wav,5.7580625
5249,MSP-Podcast,MSP-PODCAST_0163_0266.wav,4.15575
5250,MSP-Podcast,MSP-PODCAST_0163_0271.wav,3.358
5251,MSP-Podcast,MSP-PODCAST_0163_0272.wav,3.28375
5252,MSP-Podcast,MSP-PODCAST_0163_0276.wav,3.0425625
5253,MSP-Podcast,MSP-PODCAST_0163_0280.wav,3.3765625
5254,MSP-Podcast,MSP-PODCAST_0163_0290.wav,3.8218125
5255,MSP-Podcast,MSP-PODCAST_0163_0296.wav,3.766125
5256,MSP-Podcast,MSP-PODCAST_0163_0297.wav,3.6548125
5257,MSP-Podcast,MSP-PODCAST_0163_0300.wav,4.8050625
5258,MSP-Podcast,MSP-PODCAST_0163_0303.wav,3.0240625
5259,MSP-Podcast,MSP-PODCAST_0163_0311.wav,3.024
5260,MSP-Podcast,MSP-PODCAST_0163_0312.wav,7.13525
5261,MSP-Podcast,MSP-PODCAST_0163_0315.wav,3.8311875
5262,MSP-Podcast,MSP-PODCAST_0163_0318.wav,7.4011875
5263,MSP-Podcast,MSP-PODCAST_0163_0321.wav,6.5675625
5264,MSP-Podcast,MSP-PODCAST_0163_0322.wav,3.729
5265,MSP-Podcast,MSP-PODCAST_0163_0326.wav,7.7919375
5266,MSP-Podcast,MSP-PODCAST_0163_0330.wav,4.87925
5267,MSP-Podcast,MSP-PODCAST_0163_0334.wav,2.76425
5268,MSP-Podcast,MSP-PODCAST_0163_0340.wav,3.153875
5269,MSP-Podcast,MSP-PODCAST_0163_0342.wav,4.4340625
5270,MSP-Podcast,MSP-PODCAST_0163_0343.wav,3.82175
5271,MSP-Podcast,MSP-PODCAST_0163_0351.wav,6.3263125
5272,MSP-Podcast,MSP-PODCAST_0163_0352.wav,3.2651875
5273,MSP-Podcast,MSP-PODCAST_0163_0353.wav,3.1539375
5274,MSP-Podcast,MSP-PODCAST_0163_0354.wav,3.4693125
5275,MSP-Podcast,MSP-PODCAST_0163_0355.wav,3.6176875
5276,MSP-Podcast,MSP-PODCAST_0163_0361.wav,3.061125
5277,MSP-Podcast,MSP-PODCAST_0163_0366.wav,3.9330625
5278,MSP-Podcast,MSP-PODCAST_0163_0371.wav,5.194625
5279,MSP-Podcast,MSP-PODCAST_0163_0372.wav,3.2021875
5280,MSP-Podcast,MSP-PODCAST_0163_0374.wav,3.3394375
5281,MSP-Podcast,MSP-PODCAST_0163_0379.wav,4.1371875
5282,MSP-Podcast,MSP-PODCAST_0163_0382.wav,3.63625
5283,MSP-Podcast,MSP-PODCAST_0163_0384.wav,4.304125
5284,MSP-Podcast,MSP-PODCAST_0163_0385.wav,5.8625
5285,MSP-Podcast,MSP-PODCAST_0163_0387.wav,3.63625
5286,MSP-Podcast,MSP-PODCAST_0163_0390.wav,5.1575625
5287,MSP-Podcast,MSP-PODCAST_0163_0392.wav,2.968375
5288,MSP-Podcast,MSP-PODCAST_0163_0398.wav,3.8774375
5289,MSP-Podcast,MSP-PODCAST_0163_0399.wav,5.9181875
5290,MSP-Podcast,MSP-PODCAST_0163_0402.wav,3.896
5291,MSP-Podcast,MSP-PODCAST_0163_0405.wav,4.91
5292,MSP-Podcast,MSP-PODCAST_0163_0407.wav,3.951625
5293,MSP-Podcast,MSP-PODCAST_0163_0411.wav,2.8941875
5294,MSP-Podcast,MSP-PODCAST_0163_0412.wav,3.5249375
5295,MSP-Podcast,MSP-PODCAST_0163_0417.wav,5.8810625
5296,MSP-Podcast,MSP-PODCAST_0163_0418.wav,3.5244375
5297,MSP-Podcast,MSP-PODCAST_0163_0421.wav,5.8069375
5298,MSP-Podcast,MSP-PODCAST_0163_0425.wav,3.3078125
5299,MSP-Podcast,MSP-PODCAST_0163_0426.wav,5.714125
5300,MSP-Podcast,MSP-PODCAST_0163_0427.wav,4.2299375
5301,MSP-Podcast,MSP-PODCAST_0163_0430.wav,4.1000625
5302,MSP-Podcast,MSP-PODCAST_0163_0435.wav,3.4693125
5303,MSP-Podcast,MSP-PODCAST_0163_0438.wav,4.0760625
5304,MSP-Podcast,MSP-PODCAST_0163_0439.wav,3.46925
5305,MSP-Podcast,MSP-PODCAST_0163_0446.wav,4.0073125
5306,MSP-Podcast,MSP-PODCAST_0163_0447.wav,4.5824375
5307,MSP-Podcast,MSP-PODCAST_0163_0451.wav,3.1168125
5308,MSP-Podcast,MSP-PODCAST_0163_0456.wav,4.9163125
5309,MSP-Podcast,MSP-PODCAST_0163_0457.wav,6.1036875
5310,MSP-Podcast,MSP-PODCAST_0163_0459.wav,5.176125
5311,MSP-Podcast,MSP-PODCAST_0163_0460.wav,6.7530625
5312,MSP-Podcast,MSP-PODCAST_0163_0462.wav,5.547125
5313,MSP-Podcast,MSP-PODCAST_0163_0464.wav,9.6843125
5314,MSP-Podcast,MSP-PODCAST_0163_0465.wav,8.8305625
5315,MSP-Podcast,MSP-PODCAST_0163_0466.wav,5.12075
5316,MSP-Podcast,MSP-PODCAST_0163_0470.wav,8.05175
5317,MSP-Podcast,MSP-PODCAST_0163_0471.wav,3.9516875
5318,MSP-Podcast,MSP-PODCAST_0163_0472.wav,7.9589375
5319,MSP-Podcast,MSP-PODCAST_0163_0475.wav,4.1000625
5320,MSP-Podcast,MSP-PODCAST_0163_0482.wav,3.8218125
5321,MSP-Podcast,MSP-PODCAST_0163_0488.wav,5.139
5322,MSP-Podcast,MSP-PODCAST_0163_0491.wav,4.9163125
5323,MSP-Podcast,MSP-PODCAST_0163_0495.wav,4.1928125
5324,MSP-Podcast,MSP-PODCAST_0163_0497.wav,3.6176875
5325,MSP-Podcast,MSP-PODCAST_0163_0498.wav,5.6584375
5326,MSP-Podcast,MSP-PODCAST_0163_0504.wav,3.64
5327,MSP-Podcast,MSP-PODCAST_0163_0514.wav,3.1168125
5328,MSP-Podcast,MSP-PODCAST_0163_0515.wav,5.4729375
5329,MSP-Podcast,MSP-PODCAST_0163_0517.wav,3.1168125
5330,MSP-Podcast,MSP-PODCAST_0163_0518.wav,7.625
5331,MSP-Podcast,MSP-PODCAST_0163_0523.wav,2.92175
5332,MSP-Podcast,MSP-PODCAST_0163_0525.wav,7.2539375
5333,MSP-Podcast,MSP-PODCAST_0166_0001.wav,10.554125
5334,MSP-Podcast,MSP-PODCAST_0166_0004.wav,6.59125
5335,MSP-Podcast,MSP-PODCAST_0166_0008.wav,5.3829375
5336,MSP-Podcast,MSP-PODCAST_0166_0011.wav,3.3565
5337,MSP-Podcast,MSP-PODCAST_0166_0025.wav,5.0361875
5338,MSP-Podcast,MSP-PODCAST_0166_0028.wav,5.16825
5339,MSP-Podcast,MSP-PODCAST_0166_0030.wav,5.234375
5340,MSP-Podcast,MSP-PODCAST_0166_0033.wav,4.0300625
5341,MSP-Podcast,MSP-PODCAST_0166_0036.wav,3.4840625
5342,MSP-Podcast,MSP-PODCAST_0166_0037.wav,5.9939375
5343,MSP-Podcast,MSP-PODCAST_0166_0039.wav,4.920625
5344,MSP-Podcast,MSP-PODCAST_0166_0041.wav,9.528875
5345,MSP-Podcast,MSP-PODCAST_0166_0042.wav,8.7349375
5346,MSP-Podcast,MSP-PODCAST_0166_0043.wav,3.929875
5347,MSP-Podcast,MSP-PODCAST_0166_0046.wav,2.95
5348,MSP-Podcast,MSP-PODCAST_0166_0047.wav,2.879125
5349,MSP-Podcast,MSP-PODCAST_0166_0048.wav,8.024875
5350,MSP-Podcast,MSP-PODCAST_0166_0050.wav,5.416
5351,MSP-Podcast,MSP-PODCAST_0166_0051.wav,7.645125
5352,MSP-Podcast,MSP-PODCAST_0166_0052.wav,5.283875
5353,MSP-Podcast,MSP-PODCAST_0166_0056.wav,4.739
5354,MSP-Podcast,MSP-PODCAST_0166_0061.wav,6.126
5355,MSP-Podcast,MSP-PODCAST_0166_0065.wav,5.5480625
5356,MSP-Podcast,MSP-PODCAST_0166_0071.wav,6.8525625
